#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.199600000000004E+02  0.957134806099346E+00  0.207263504116988E+01  0.183643311066953E+00  0.397671842219391E+00
     0.199700000000004E+02  0.962350612217722E+00  0.207376234083496E+01  0.184125237215515E+00  0.396770135631661E+00
     0.199800000000004E+02  0.967569299753603E+00  0.207488222223374E+01  0.184603894430867E+00  0.395869669291141E+00
     0.199900000000004E+02  0.972791982162905E+00  0.207599602995499E+01  0.185079239058307E+00  0.394970119570530E+00
     0.200000000000004E+02  0.978019901849584E+00  0.207710497805915E+01  0.185551257863094E+00  0.394071164261281E+00
     0.200100000000004E+02  0.983254413533893E+00  0.207821013872738E+01  0.186019967237744E+00  0.393172485775869E+00
     0.200200000000004E+02  0.988496966570013E+00  0.207931243311003E+01  0.186485412047407E+00  0.392273774202175E+00
     0.200300000000004E+02  0.993749086506382E+00  0.208041262447400E+01  0.186947664136418E+00  0.391374730167192E+00
     0.200400000000004E+02  0.999012356190893E+00  0.208151131370956E+01  0.187406820524315E+00  0.390475067470697E+00
     0.200500000000004E+02  0.100428839672671E+01  0.208260893721625E+01  0.187863001324462E+00  0.389574515453711E+00
     0.200600000000004E+02  0.100957884858281E+01  0.208370576714896E+01  0.188316347422378E+00  0.388672821071142E+00
     0.200700000000004E+02  0.101488535315646E+01  0.208480191396519E+01  0.188767017954490E+00  0.387769750643305E+00
     0.200800000000004E+02  0.102020953507294E+01  0.208589733117758E+01  0.189215187630621E+00  0.386865091266529E+00
     0.200900000000004E+02  0.102555298549155E+01  0.208699182218003E+01  0.189661043945565E+00  0.385958651868976E+00
     0.201000000000004E+02  0.103091724666542E+01  0.208808504898291E+01  0.190104784326150E+00  0.385050263903855E+00
     0.201100000000004E+02  0.103630379797840E+01  0.208917654266318E+01  0.190546613260557E+00  0.384139781678350E+00
     0.201200000000004E+02  0.104171404365312E+01  0.209026571530926E+01  0.190986739456076E+00  0.383227082322674E+00
     0.201300000000005E+02  0.104714930229328E+01  0.209135187321863E+01  0.191425373070183E+00  0.382312065409540E+00
     0.201400000000005E+02  0.105261079838918E+01  0.209243423108847E+01  0.191862723057684E+00  0.381394652240034E+00
     0.201500000000005E+02  0.105809965587962E+01  0.209351192692715E+01  0.192298994673859E+00  0.380474784817078E+00
     0.201600000000005E+02  0.106361689382672E+01  0.209458403740624E+01  0.192734387170046E+00  0.379552424532495E+00
     0.201700000000005E+02  0.106916342422232E+01  0.209564959336994E+01  0.193169091714030E+00  0.378627550597885E+00
     0.201800000000005E+02  0.107474005190799E+01  0.209670759522067E+01  0.193603289563089E+00  0.377700158253141E+00
     0.201900000000005E+02  0.108034747655358E+01  0.209775702790683E+01  0.194037150512588E+00  0.376770256789331E+00
     0.202000000000005E+02  0.108598629660500E+01  0.209879687525005E+01  0.194470831637787E+00  0.375837867424882E+00
     0.202100000000005E+02  0.109165701507846E+01  0.209982613336570E+01  0.194904476341159E+00  0.374903021075448E+00
     0.202200000000005E+02  0.109736004704881E+01  0.210084382295033E+01  0.195338213712020E+00  0.373965756058546E+00
     0.202300000000005E+02  0.110309572865217E+01  0.210184900023389E+01  0.195772158199862E+00  0.373026115774002E+00
     0.202400000000005E+02  0.110886432740026E+01  0.210284076642146E+01  0.196206409597445E+00  0.372084146400505E+00
     0.202500000000005E+02  0.111466605358417E+01  0.210381827547902E+01  0.196641053324691E+00  0.371139894647103E+00
     0.202600000000005E+02  0.112050107253070E+01  0.210478074014938E+01  0.197076160999629E+00  0.370193405596433E+00
     0.202700000000005E+02  0.112636951746387E+01  0.210572743611774E+01  0.197511791278280E+00  0.369244720673803E+00
     0.202800000000005E+02  0.113227150271841E+01  0.210665770427960E+01  0.197947990941542E+00  0.368293875773163E+00
     0.202900000000005E+02  0.113820713705123E+01  0.210757095109841E+01  0.198384796203655E+00  0.367340899567371E+00
     0.203000000000005E+02  0.114417653680004E+01  0.210846664707270E+01  0.198822234214099E+00  0.366385812026284E+00
     0.203100000000005E+02  0.115017983864620E+01  0.210934432336528E+01  0.199260324722469E+00  0.365428623162079E+00
     0.203200000000005E+02  0.115621721175090E+01  0.211020356667663E+01  0.199699081874289E+00  0.364469332016797E+00
     0.203300000000005E+02  0.116228886904933E+01  0.211104401247304E+01  0.200138516104660E+00  0.363507925902754E+00
     0.203400000000005E+02  0.116839507750653E+01  0.211186533670477E+01  0.200578636096238E+00  0.362544379902010E+00
     0.203500000000005E+02  0.117453616716028E+01  0.211266724617156E+01  0.201019450768192E+00  0.361578656626757E+00
     0.203600000000005E+02  0.118071253880081E+01  0.211344946771106E+01  0.201460971263482E+00  0.360610706238287E+00
     0.203700000000005E+02  0.118692467016231E+01  0.211421173640080E+01  0.201903212903012E+00  0.359640466718249E+00
     0.203800000000005E+02  0.119317312052904E+01  0.211495378297431E+01  0.202346197076975E+00  0.358667864382215E+00
     0.203900000000005E+02  0.119945853368557E+01  0.211567532066012E+01  0.202789953045697E+00  0.357692814622199E+00
     0.204000000000005E+02  0.120578163916869E+01  0.211637603165436E+01  0.203234519624842E+00  0.356715222861866E+00
     0.204100000000005E+02  0.121214325180557E+01  0.211705555343753E+01  0.203679946732609E+00  0.355734985705547E+00
     0.204200000000005E+02  0.121854426954847E+01  0.211771346514231E+01  0.204126296779435E+00  0.354751992260097E+00
     0.204300000000005E+02  0.122498566964094E+01  0.211834927417120E+01  0.204573645884006E+00  0.353766125606975E+00
     0.204400000000005E+02  0.123146850317317E+01  0.211896240325319E+01  0.205022084902544E+00  0.352777264400713E+00
     0.204500000000005E+02  0.123799388810437E+01  0.211955217811587E+01  0.205471720261630E+00  0.351785284569224E+00
     0.204600000000005E+02  0.124456300084802E+01  0.212011781593454E+01  0.205922674588122E+00  0.350790061091075E+00
     0.204700000000005E+02  0.125117706653135E+01  0.212065841470360E+01  0.206375087132811E+00  0.349791469825042E+00
     0.204800000000005E+02  0.125783734805252E+01  0.212117294365824E+01  0.206829113987525E+00  0.348789389367716E+00
     0.204900000000005E+02  0.126454513406912E+01  0.212166023485570E+01  0.207284928098194E+00  0.347783702915914E+00
     0.205000000000005E+02  0.127130172605838E+01  0.212211897600737E+01  0.207742719078943E+00  0.346774300111778E+00
     0.205100000000005E+02  0.127810842459377E+01  0.212254770463430E+01  0.208202692834629E+00  0.345761078850003E+00
     0.205200000000005E+02  0.128496651498467E+01  0.212294480360097E+01  0.208665071001185E+00  0.344743947028282E+00
     0.205300000000005E+02  0.129187725242532E+01  0.212330849806505E+01  0.209130090214883E+00  0.343722824224000E+00
     0.205400000000005E+02  0.129884184679662E+01  0.212363685386507E+01  0.209598001222929E+00  0.342697643282175E+00
     0.205500000000005E+02  0.130586144726065E+01  0.212392777735349E+01  0.210069067848848E+00  0.341668351801696E+00
     0.205600000000005E+02  0.131293712678181E+01  0.212417901666927E+01  0.210543565826862E+00  0.340634913509054E+00
     0.205700000000005E+02  0.132006986670214E+01  0.212438816443353E+01  0.211021781519732E+00  0.339597309510700E+00
     0.205800000000005E+02  0.132726054149120E+01  0.212455266184131E+01  0.211504010534784E+00  0.338555539417251E+00
     0.205900000000005E+02  0.133450990378309E+01  0.212466980411529E+01  0.211990556252582E+00  0.337509622334488E+00
     0.206000000000005E+02  0.134181856980553E+01  0.212473674728066E+01  0.212481728282312E+00  0.336459597717867E+00
     0.206100000000005E+02  0.134918700529876E+01  0.212475051621553E+01  0.212977840857434E+00  0.335405526088726E+00
     0.206200000000005E+02  0.135661551201485E+01  0.212470801392793E+01  0.213479211184358E+00  0.334347489611673E+00
     0.206300000000005E+02  0.136410421488207E+01  0.212460603200791E+01  0.213986157756072E+00  0.333285592533743E+00
     0.206400000000005E+02  0.137165304991358E+01  0.212444126220156E+01  0.214498998641794E+00  0.332219961486802E+00
     0.206500000000005E+02  0.137926175293560E+01  0.212421030905312E+01  0.215018049762688E+00  0.331150745655256E+00
     0.206600000000005E+02  0.138692984920713E+01  0.212390970356004E+01  0.215543623162902E+00  0.330078116811664E+00
     0.206700000000005E+02  0.139465664400106E+01  0.212353591778546E+01  0.216076025284208E+00  0.329002269223036E+00
     0.206800000000005E+02  0.140244121421546E+01  0.212308538037128E+01  0.216615555251798E+00  0.327923419430717E+00
     0.206900000000005E+02  0.141028240108395E+01  0.212255449289290E+01  0.217162503178176E+00  0.326841805906694E+00
     0.207000000000005E+02  0.141817880405400E+01  0.212193964699445E+01  0.217717148491453E+00  0.325757688589034E+00
     0.207100000000005E+02  0.142612877590355E+01  0.212123724223935E+01  0.218279758294066E+00  0.324671348298838E+00
     0.207200000000005E+02  0.143413041916673E+01  0.212044370460587E+01  0.218850585757673E+00  0.323583086040946E+00
     0.207300000000005E+02  0.144218158394120E+01  0.211955550555127E+01  0.219429868559927E+00  0.322493222190213E+00
     0.207400000000005E+02  0.145027986714937E+01  0.211856918155998E+01  0.220017827368930E+00  0.321402095565043E+00
     0.207500000000005E+02  0.145842261332549E+01  0.211748135408258E+01  0.220614664381353E+00  0.320310062389608E+00
     0.207600000000005E+02  0.146660691699934E+01  0.211628874976135E+01  0.221220561920625E+00  0.319217495146120E+00
     0.207700000000006E+02  0.147482962674329E+01  0.211498822082719E+01  0.221835681101983E+00  0.318124781318579E+00
     0.207800000000006E+02  0.148308735094506E+01  0.211357676554016E+01  0.222460160571728E+00  0.317032322029531E+00
     0.207900000000006E+02  0.149137646536067E+01  0.211205154853281E+01  0.223094115328610E+00  0.315940530571802E+00
     0.208000000000006E+02  0.149969312249277E+01  0.211040992090304E+01  0.223737635635767E+00  0.314849830837568E+00
     0.208100000000006E+02  0.150803326282697E+01  0.210864943988994E+01  0.224390786032277E+00  0.313760655647895E+00
     0.208200000000006E+02  0.151639262794415E+01  0.210676788795461E+01  0.225053604453782E+00  0.312673444986656E+00
     0.208300000000006E+02  0.152476677550898E+01  0.210476329107689E+01  0.225726101472069E+00  0.311588644143768E+00
     0.208400000000006E+02  0.153315109611518E+01  0.210263393607046E+01  0.226408259663757E+00  0.310506701773838E+00
     0.208500000000006E+02  0.154154083194522E+01  0.210037838671195E+01  0.227100033118270E+00  0.309428067877564E+00
     0.208600000000006E+02  0.154993109717800E+01  0.209799549847561E+01  0.227801347095310E+00  0.308353191714659E+00
     0.208700000000006E+02  0.155831690005201E+01  0.209548443166507E+01  0.228512097841639E+00  0.307282519658420E+00
     0.208800000000006E+02  0.156669316646382E+01  0.209284466273643E+01  0.229232152576518E+00  0.306216493003659E+00
     0.208900000000006E+02  0.157505476495403E+01  0.209007599361324E+01  0.229961349654469E+00  0.305155545741124E+00
     0.209000000000006E+02  0.158339653290472E+01  0.208717855880595E+01  0.230699498912944E+00  0.304100102312999E+00
     0.209100000000006E+02  0.159171330374476E+01  0.208415283016296E+01  0.231446382211370E+00  0.303050575365522E+00
     0.209200000000006E+02  0.159999993493341E+01  0.208099961909996E+01  0.232201754166555E+00  0.302007363515957E+00
     0.209300000000006E+02  0.160825133646824E+01  0.207772007617814E+01  0.232965343087809E+00  0.300970849152364E+00
     0.209400000000006E+02  0.161646249964177E+01  0.207431568792968E+01  0.233736852113233E+00  0.299941396285548E+00
     0.209500000000006E+02  0.162462852575314E+01  0.207078827085912E+01  0.234515960546687E+00  0.298919348473345E+00
     0.209600000000006E+02  0.163274465446661E+01  0.206713996258520E+01  0.235302325392620E+00  0.297905026837899E+00
     0.209700000000006E+02  0.164080629149848E+01  0.206337321012293E+01  0.236095583083783E+00  0.296898728196935E+00
     0.209800000000006E+02  0.164880903530965E+01  0.205949075534632E+01  0.236895351394278E+00  0.295900723329920E+00
     0.209900000000006E+02  0.165674870248035E+01  0.205549561771082E+01  0.237701231528088E+00  0.294911255399788E+00
     0.210000000000006E+02  0.166462135144980E+01  0.205139107435645E+01  0.238512810370598E+00  0.293930538550269E+00
     0.210100000000006E+02  0.167242330431446E+01  0.204718063775222E+01  0.239329662888256E+00  0.292958756697926E+00
     0.210200000000006E+02  0.168015116639512E+01  0.204286803108200E+01  0.240151354659039E+00  0.291996062536799E+00
     0.210300000000006E+02  0.168780184330545E+01  0.203845716160925E+01  0.240977444514118E+00  0.291042576771970E+00
     0.210400000000006E+02  0.169537255528157E+01  0.203395209229259E+01  0.241807487268910E+00  0.290098387596541E+00
     0.210500000000006E+02  0.170286084856428E+01  0.202935701195547E+01  0.242641036519710E+00  0.289163550424319E+00
     0.210600000000006E+02  0.171026460366151E+01  0.202467620434023E+01  0.243477647480323E+00  0.288238087888133E+00
     0.210700000000006E+02  0.171758204035885E+01  0.201991401639911E+01  0.244316879831580E+00  0.287321990110935E+00
     0.210800000000006E+02  0.172481171938814E+01  0.201507482619224E+01  0.245158300555377E+00  0.286415215254020E+00
     0.210900000000006E+02  0.173195254070969E+01  0.201016301077397E+01  0.246001486723971E+00  0.285517690343468E+00
     0.211000000000006E+02  0.173900373841011E+01  0.200518291445515E+01  0.246846028214722E+00  0.284629312372728E+00
     0.211100000000006E+02  0.174596487226475E+01  0.200013881782834E+01  0.247691530320236E+00  0.283749949675782E+00
     0.211200000000006E+02  0.175283581606117E+01  0.199503490793721E+01  0.248537616224170E+00  0.282879443561882E+00
     0.211300000000006E+02  0.175961674282611E+01  0.198987524995870E+01  0.249383929313560E+00  0.282017610199304E+00
     0.211400000000006E+02  0.176630810714307E+01  0.198466376074879E+01  0.250230135299628E+00  0.281164242732093E+00
     0.211500000000006E+02  0.177291062478962E+01  0.197940418457928E+01  0.251075924120551E+00  0.280319113610311E+00
     0.211600000000006E+02  0.177942524996278E+01  0.197410007136378E+01  0.251921011601680E+00  0.279481977111045E+00
     0.211700000000006E+02  0.178585315039573E+01  0.196875475763782E+01  0.252765140851060E+00  0.278652572024329E+00
     0.211800000000006E+02  0.179219568070054E+01  0.196337135052034E+01  0.253608083370934E+00  0.277830624475243E+00
     0.211900000000006E+02  0.179845435429725E+01  0.195795271484178E+01  0.254449639869166E+00  0.277015850851005E+00
     0.212000000000006E+02  0.180463081431071E+01  0.195250146358014E+01  0.255289640758036E+00  0.276207960799616E+00
     0.212100000000006E+02  0.181072680383209E+01  0.194701995169847E+01  0.256127946331826E+00  0.275406660264948E+00
     0.212200000000006E+02  0.181674413595076E+01  0.194151027342959E+01  0.256964446618681E+00  0.274611654521856E+00
     0.212300000000006E+02  0.182268466396624E+01  0.193597426300318E+01  0.257799060906686E+00  0.273822651174168E+00
     0.212400000000006E+02  0.182855025218665E+01  0.193041349876107E+01  0.258631736948549E+00  0.273039363078188E+00
     0.212500000000006E+02  0.183434274771122E+01  0.192482931055700E+01  0.259462449853849E+00  0.272261511154751E+00
     0.212600000000006E+02  0.184006395357929E+01  0.191922279028883E+01  0.260291200682379E+00  0.271488827053824E+00
     0.212700000000006E+02  0.184571560364716E+01  0.191359480536526E+01  0.261118014756578E+00  0.270721055637236E+00
     0.212800000000006E+02  0.185129933952745E+01  0.190794601486594E+01  0.261942939715269E+00  0.269957957247252E+00
     0.212900000000006E+02  0.185681668989330E+01  0.190227688811337E+01  0.262766043335021E+00  0.269199309731500E+00
     0.213000000000006E+02  0.186226905241293E+01  0.189658772534024E+01  0.263587411149022E+00  0.268444910197970E+00
     0.213100000000006E+02  0.186765767853833E+01  0.189087868010428E+01  0.264407143896653E+00  0.267694576477595E+00
     0.213200000000006E+02  0.187298366132686E+01  0.188514978307742E+01  0.265225354839678E+00  0.266948148276130E+00
     0.213300000000006E+02  0.187824792642589E+01  0.187940096681652E+01  0.266042166983172E+00  0.266205488001567E+00
     0.213400000000006E+02  0.188345122629992E+01  0.187363209110971E+01  0.266857710240827E+00  0.265466481258193E+00
     0.213500000000006E+02  0.188859413772737E+01  0.186784296848530E+01  0.267672118585329E+00  0.264731037003432E+00
     0.213600000000006E+02  0.189367706254110E+01  0.186203338947097E+01  0.268485527224629E+00  0.263999087368745E+00
     0.213700000000006E+02  0.189870023153433E+01  0.185620314719762E+01  0.269298069844613E+00  0.263270587151018E+00
     0.213800000000006E+02  0.190366371140172E+01  0.185035206095661E+01  0.270109875957508E+00  0.262545512985954E+00
     0.213900000000006E+02  0.190856741453640E+01  0.184447999833964E+01  0.270921068393630E+00  0.261823862219841E+00
     0.214000000000006E+02  0.191341111145718E+01  0.183858689561800E+01  0.271731760971665E+00  0.261105651500701E+00
     0.214100000000007E+02  0.191819444559813E+01  0.183267277605113E+01  0.272542056379680E+00  0.260390915114074E+00
     0.214200000000007E+02  0.192291695015501E+01  0.182673776585290E+01  0.273352044295560E+00  0.259679703092503E+00
     0.214300000000007E+02  0.192757806665103E+01  0.182078210758762E+01  0.274161799771598E+00  0.258972079131113E+00
     0.214400000000007E+02  0.193217716485888E+01  0.181480617081548E+01  0.274971381903511E+00  0.258268118344416E+00
     0.214500000000007E+02  0.193671356369652E+01  0.180881045985656E+01  0.275780832799626E+00  0.257567904901649E+00
     0.214600000000007E+02  0.194118655270239E+01  0.180279561859629E+01  0.276590176860954E+00  0.256871529579439E+00
     0.214700000000007E+02  0.194559541369099E+01  0.179676243230759E+01  0.277399420377900E+00  0.256179087271467E+00
     0.214800000000007E+02  0.194993944219205E+01  0.179071182651937E+01  0.278208551444290E+00  0.255490674495031E+00
     0.214900000000007E+02  0.195421796828704E+01  0.178464486301247E+01  0.279017540184428E+00  0.254806386933893E+00
     0.215000000000007E+02  0.195843037647310E+01  0.177856273307578E+01  0.279826339283859E+00  0.254126317055788E+00
     0.215100000000007E+02  0.196257612420849E+01  0.177246674820116E+01  0.280634884810042E+00  0.253450551841229E+00
     0.215200000000007E+02  0.196665475882311E+01  0.176635832844014E+01  0.281443097304599E+00  0.252779170658026E+00
     0.215300000000007E+02  0.197066593251296E+01  0.176023898868347E+01  0.282250883124806E+00  0.252112243313142E+00
     0.215400000000007E+02  0.197460941517706E+01  0.175411032315782E+01  0.283058136008403E+00  0.251449828310289E+00
     0.215500000000007E+02  0.197848510489918E+01  0.174797398846092E+01  0.283864738832559E+00  0.250791971338015E+00
     0.215600000000007E+02  0.198229303592307E+01  0.174183168547735E+01  0.284670565535223E+00  0.250138704009074E+00
     0.215700000000007E+02  0.198603338401839E+01  0.173568514053097E+01  0.285475483164905E+00  0.249490042867596E+00
     0.215800000000007E+02  0.198970646918431E+01  0.172953608613709E+01  0.286279354023367E+00  0.248845988676114E+00
     0.215900000000007E+02  0.199331275568648E+01  0.172338624171823E+01  0.287082037864704E+00  0.248206525989984E+00
     0.216000000000007E+02  0.199685284947258E+01  0.171723729464026E+01  0.287883394113855E+00  0.247571623021950E+00
     0.216100000000007E+02  0.200032749305737E+01  0.171109088191393E+01  0.288683284067725E+00  0.246941231795130E+00
     0.216200000000007E+02  0.200373755801304E+01  0.170494857288730E+01  0.289481573042834E+00  0.246315288577996E+00
     0.216300000000007E+02  0.200708403524088E+01  0.169881185323105E+01  0.290278132434666E+00  0.245693714590580E+00
     0.216400000000007E+02  0.201036802323706E+01  0.169268211048891E+01  0.291072841655711E+00  0.245076416966912E+00
     0.216500000000007E+02  0.201359071459754E+01  0.168656062143301E+01  0.291865589921453E+00  0.244463289954744E+00
     0.216600000000007E+02  0.201675338103382E+01  0.168044854142586E+01  0.292656277856405E+00  0.243854216330017E+00
     0.216700000000007E+02  0.201985735719328E+01  0.167434689595224E+01  0.293444818895360E+00  0.243249069000320E+00
     0.216800000000007E+02  0.202290402359345E+01  0.166825657444148E+01  0.294231140458689E+00  0.242647712768735E+00
     0.216900000000007E+02  0.202589478898990E+01  0.166217832645811E+01  0.295015184884317E+00  0.242050006227242E+00
     0.217000000000007E+02  0.202883107250208E+01  0.165611276029522E+01  0.295796910103151E+00  0.241455803746925E+00
     0.217100000000007E+02  0.203171428581952E+01  0.165006034396161E+01  0.296576290049041E+00  0.240864957531066E+00
     0.217200000000007E+02  0.203454581580421E+01  0.164402140851133E+01  0.297353314798777E+00  0.240277319696419E+00
     0.217300000000007E+02  0.203732700779252E+01  0.163799615362385E+01  0.298127990442127E+00  0.239692744347864E+00
     0.217400000000007E+02  0.204005914988241E+01  0.163198465530487E+01  0.298900338686278E+00  0.239111089612059E+00
     0.217500000000007E+02  0.204274345846967E+01  0.162598687554214E+01  0.299670396203536E+00  0.238532219596727E+00
     0.217600000000007E+02  0.204538106527039E+01  0.162000267371932E+01  0.300438213735138E+00  0.237956006243775E+00
     0.217700000000007E+02  0.204797300603726E+01  0.161403181956267E+01  0.301203854968082E+00  0.237382331046497E+00
     0.217800000000007E+02  0.205052021114310E+01  0.160807400737249E+01  0.301967395205381E+00  0.236811086603752E+00
     0.217900000000007E+02  0.205302349817073E+01  0.160212887127210E+01  0.302728919853431E+00  0.236242177986930E+00
     0.218000000000007E+02  0.205548356660909E+01  0.159619600119380E+01  0.303488522752930E+00  0.235675523899028E+00
     0.218100000000007E+02  0.205790099471810E+01  0.159027495931282E+01  0.304246304382095E+00  0.235111057608769E+00
     0.218200000000007E+02  0.206027623858469E+01  0.158436529663721E+01  0.305002369962640E+00  0.234548727646769E+00
     0.218300000000007E+02  0.206260963335369E+01  0.157846656946336E+01  0.305756827500304E+00  0.233988498254846E+00
     0.218400000000007E+02  0.206490139657924E+01  0.157257835541464E+01  0.306509785792233E+00  0.233430349583837E+00
     0.218500000000007E+02  0.206715163360574E+01  0.156670026879271E+01  0.307261352433660E+00  0.232874277639587E+00
     0.218600000000007E+02  0.206936034485339E+01  0.156083197498785E+01  0.308011631855827E+00  0.232320293980903E+00
     0.218700000000007E+02  0.207152743485174E+01  0.155497320371618E+01  0.308760723425985E+00  0.231768425177430E+00
     0.218800000000007E+02  0.207365272283720E+01  0.154912376087663E+01  0.309508719638786E+00  0.231218712039175E+00
     0.218900000000007E+02  0.207573595470625E+01  0.154328353884900E+01  0.310255704426260E+00  0.230671208632992E+00
     0.219000000000007E+02  0.207777681609628E+01  0.153745252508552E+01  0.311001751611132E+00  0.230125981104603E+00
     0.219100000000007E+02  0.207977494635150E+01  0.153163080888166E+01  0.311746923525306E+00  0.229583106327474E+00
     0.219200000000007E+02  0.208172995312038E+01  0.152581858624641E+01  0.312491269812183E+00  0.229042670402311E+00
     0.219300000000007E+02  0.208364142732675E+01  0.152001616282772E+01  0.313234826428046E+00  0.228504767032787E+00
     0.219400000000007E+02  0.208550895825528E+01  0.151422395488379E+01  0.313977614854131E+00  0.227969495804585E+00
     0.219500000000007E+02  0.208733214849774E+01  0.150844248832569E+01  0.314719641527288E+00  0.227436960395624E+00
     0.219600000000007E+02  0.208911062851438E+01  0.150267239588976E+01  0.315460897493413E+00  0.226907266745878E+00
     0.219700000000007E+02  0.209084407057936E+01  0.149691441252924E+01  0.316201358284137E+00  0.226380521214904E+00
     0.219800000000007E+02  0.209253220189547E+01  0.149116936914338E+01  0.316940984013664E+00  0.225856828754766E+00
     0.219900000000007E+02  0.209417481668510E+01  0.148543818478742E+01  0.317679719689217E+00  0.225336291124871E+00
     0.220000000000007E+02  0.209577178708776E+01  0.147972185752870E+01  0.318417495725403E+00  0.224819005173822E+00
     0.220100000000007E+02  0.209732307272057E+01  0.147402145413255E+01  0.319154228649844E+00  0.224305061211555E+00
     0.220200000000007E+02  0.209882872878633E+01  0.146833809877522E+01  0.319889821984835E+00  0.223794541492849E+00
     0.220300000000007E+02  0.210028891264251E+01  0.146267296099122E+01  0.320624167287570E+00  0.223287518830833E+00
     0.220400000000007E+02  0.210170388877420E+01  0.145702724306780E+01  0.321357145329537E+00  0.222784055356495E+00
     0.220500000000008E+02  0.210307403214353E+01  0.145140216710081E+01  0.322088627394261E+00  0.222284201437305E+00
     0.220600000000008E+02  0.210439982991653E+01  0.144579896192382E+01  0.322818476671449E+00  0.221787994765198E+00
     0.220700000000008E+02  0.210568188159629E+01  0.144021885011517E+01  0.323546549724957E+00  0.221295459621069E+00
     0.220800000000008E+02  0.210692089761660E+01  0.143466303527861E+01  0.324272698011695E+00  0.220806606320016E+00
     0.220900000000008E+02  0.210811769647426E+01  0.142913268977961E+01  0.324996769428691E+00  0.220321430838565E+00
     0.221000000000008E+02  0.210927320049912E+01  0.142362894310336E+01  0.325718609866090E+00  0.219839914622265E+00
     0.221100000000008E+02  0.211038843037904E+01  0.141815287098308E+01  0.326438064744587E+00  0.219362024569360E+00
     0.221200000000008E+02  0.211146449857253E+01  0.141270548542634E+01  0.327154980517084E+00  0.218887713183664E+00
     0.221300000000008E+02  0.211250260175363E+01  0.140728772574650E+01  0.327869206115676E+00  0.218416918887494E+00
     0.221400000000008E+02  0.211350401244224E+01  0.140190045068389E+01  0.328580594326869E+00  0.217949566483450E+00
     0.221500000000008E+02  0.211447006997905E+01  0.139654443167843E+01  0.329289003079808E+00  0.217485567752020E+00
     0.221600000000008E+02  0.211540217100592E+01  0.139122034733359E+01  0.329994296634352E+00  0.217024822170547E+00
     0.221700000000008E+02  0.211630175961248E+01  0.138592877908853E+01  0.330696346658128E+00  0.216567217737826E+00
     0.221800000000008E+02  0.211717031730519E+01  0.138067020809503E+01  0.331395033183935E+00  0.216112631887880E+00
     0.221900000000008E+02  0.211800935294971E+01  0.137544501327523E+01  0.332090245441249E+00  0.215660932475760E+00
     0.222000000000008E+02  0.211882039282755E+01  0.137025347051825E+01  0.332781882557959E+00  0.215211978818138E+00
     0.222100000000008E+02  0.211960497093798E+01  0.136509575295700E+01  0.333469854130733E+00  0.214765622771496E+00
     0.222200000000008E+02  0.212036461966283E+01  0.135997193225218E+01  0.334154080664703E+00  0.214321709831108E+00
     0.222300000000008E+02  0.212110086089790E+01  0.135488198079842E+01  0.334834493885208E+00  0.213880080234744E+00
     0.222400000000008E+02  0.212181519773923E+01  0.134982577475734E+01  0.335511036926371E+00  0.213440570055920E+00
     0.222500000000008E+02  0.212250910679664E+01  0.134480309781524E+01  0.336183664402997E+00  0.213003012272751E+00
     0.222600000000008E+02  0.212318403119025E+01  0.133981364555816E+01  0.336852342373870E+00  0.212567237799792E+00
     0.222700000000008E+02  0.212384137426937E+01  0.133485703035423E+01  0.337517048205853E+00  0.212133076471863E+00
     0.222800000000008E+02  0.212448249407690E+01  0.132993278663374E+01  0.338177770349244E+00  0.211700357970507E+00
     0.222900000000008E+02  0.212510869856674E+01  0.132504037645861E+01  0.338834508035664E+00  0.211268912685524E+00
     0.223000000000008E+02  0.212572124156730E+01  0.132017919527795E+01  0.339487270910267E+00  0.210838572505855E+00
     0.223100000000008E+02  0.212632131947010E+01  0.131534857777182E+01  0.340136078610299E+00  0.210409171535955E+00
     0.223200000000008E+02  0.212691006861102E+01  0.131054780369337E+01  0.340780960302043E+00  0.209980546735584E+00
     0.223300000000008E+02  0.212748856330079E+01  0.130577610362860E+01  0.341421954187874E+00  0.209552538482753E+00
     0.223400000000008E+02  0.212805781445244E+01  0.130103266460325E+01  0.342059106994630E+00  0.209124991061176E+00
     0.223500000000008E+02  0.212861876874692E+01  0.129631663547737E+01  0.342692473453760E+00  0.208697753075114E+00
     0.223600000000008E+02  0.212917230827242E+01  0.129162713207999E+01  0.343322115782759E+00  0.208270677795882E+00
     0.223700000000008E+02  0.212971925057054E+01  0.128696324204815E+01  0.343948103176243E+00  0.207843623445404E+00
     0.223800000000008E+02  0.213026034902047E+01  0.128232402934657E+01  0.344570511313825E+00  0.207416453423228E+00
     0.223900000000008E+02  0.213079629349366E+01  0.127770853845557E+01  0.345189421890549E+00  0.206989036484077E+00
     0.224000000000008E+02  0.213132771121360E+01  0.127311579822642E+01  0.345804922174200E+00  0.206561246873550E+00
     0.224100000000008E+02  0.213185516775904E+01  0.126854482541294E+01  0.346417104592427E+00  0.206132964429845E+00
     0.224200000000008E+02  0.213237916815515E+01  0.126399462789769E+01  0.347026066351096E+00  0.205704074659360E+00
     0.224300000000008E+02  0.213290015800297E+01  0.125946420763877E+01  0.347631909083970E+00  0.205274468793858E+00
     0.224400000000008E+02  0.213341852460579E+01  0.125495256337014E+01  0.348234738532439E+00  0.204844043836437E+00
